0.3000 , 0.000
0.3050 , 0.016
0.3100 , 0.068
0.3150 , 0.167
0.3200 , 0.287
0.3250 , 0.423
0.3300 , 0.560
0.3350 , 0.673
0.3400 , 0.772
0.3450 , 0.841
0.3500 , 0.905
0.3550 , 0.943
0.3600 , 0.981
0.3650 , 0.993
0.3700 , 1.00
0.3750 , 0.989
0.3800 , 0.916
0.3850 , 0.804
0.3900 , 0.625
0.3950 , 0.423
0.4000 , 0.238
0.4050 , 0.114
0.4100 , 0.051
0.4150 , 0.019
0.4200 , 0.000
