0.4700 , 0.000
0.4800 , 0.030
0.4900 , 0.163
0.5000 , 0.458
0.5100 , 0.780
0.5200 , 0.967
0.5300 , 1.000
0.5400 , 0.973
0.5500 , 0.898
0.5600 , 0.792
0.5700 , 0.684
0.5800 , 0.574
0.5900 , 0.461
0.6000 , 0.359
0.6100 , 0.270
0.6200 , 0.197
0.6300 , 0.135
0.6400 , 0.081
0.6500 , 0.045
0.6600 , 0.025
0.6700 , 0.017
0.6800 , 0.013
0.6900 , 0.009
0.7000 , 0.000
