0.5500 , 0.00
0.5600 , 0.23
0.5700 , 0.74
0.5800 , 0.91
0.5900 , 0.98
0.6000 , 1.00
0.6100 , 0.98
0.6200 , 0.96
0.6300 , 0.93
0.6400 , 0.90
0.6500 , 0.86
0.6600 , 0.81
0.6700 , 0.78
0.6800 , 0.72
0.6900 , 0.67
0.7000 , 0.61
0.7100 , 0.56
0.7200 , 0.51
0.7300 , 0.46
0.7400 , 0.40
0.7500 , 0.35
0.8000 , 0.14
0.8500 , 0.03
0.9000 , 0.00
